imagen,persona_real,persona_predicha,distancia,correcta
yaleB02/yaleB02_P00A-070E-35.pgm,2,35,20.812836,False
yaleB02/yaleB02_P00A+070E-35.pgm,2,35,17.710701,False
yaleB02/yaleB02_P00A-085E-20.pgm,2,35,21.86234,False
yaleB02/yaleB02_P00A-085E+20.pgm,2,35,23.490051,False
yaleB02/yaleB02_P00A+085E-20.pgm,2,35,18.686289,False
yaleB02/yaleB02_P00A+085E+20.pgm,2,35,20.566702,False
yaleB02/yaleB02_P00A-070E+45.pgm,2,32,20.270386,False
yaleB02/yaleB02_P00A+070E+45.pgm,2,35,17.601828,False
yaleB02/yaleB02_P00A-120E+00.pgm,2,35,19.331858,False
yaleB02/yaleB02_P00A+120E+00.pgm,2,35,18.501568,False
yaleB02/yaleB02_P00A-110E+15.pgm,2,35,18.910114,False
yaleB02/yaleB02_P00A+110E+15.pgm,2,35,20.080122,False
yaleB02/yaleB02_P00A-110E-20.pgm,2,35,19.776207,False
yaleB02/yaleB02_P00A+110E-20.pgm,2,35,18.302225,False
yaleB02/yaleB02_P00A-110E+40.pgm,2,35,18.055779,False
yaleB02/yaleB02_P00A+110E+40.pgm,2,35,17.586287,False
yaleB02/yaleB02_P00A-130E+20.pgm,2,35,18.978613,False
yaleB02/yaleB02_P00A+130E+20.pgm,2,35,17.906025,False
yaleB02/yaleB02_P00A-110E+65.pgm,2,35,17.941473,False
yaleB02/yaleB02_P00A+110E+65.pgm,2,35,16.096794,False
yaleB03/yaleB03_P00A+005E-10.pgm,3,3,6.4975204,True
yaleB03/yaleB03_P00A+005E+10.pgm,3,3,7.217704,True
yaleB03/yaleB03_P00A+000E-20.pgm,3,3,8.401822,True
yaleB03/yaleB03_P00A+000E+20.pgm,3,3,7.060179,True
yaleB03/yaleB03_P00A-025E+00.pgm,3,3,9.301389,True
yaleB03/yaleB03_P00A+025E+00.pgm,3,38,9.272749,False
yaleB03/yaleB03_P00A-010E-20.pgm,3,3,9.68491,True
yaleB03/yaleB03_P00A+010E-20.pgm,3,3,9.6773205,True
yaleB03/yaleB03_P00A-020E-10.pgm,3,3,6.4543877,True
yaleB03/yaleB03_P00A-020E+10.pgm,3,3,8.363112,True
yaleB03/yaleB03_P00A+020E-10.pgm,3,3,11.047281,True
yaleB03/yaleB03_P00A+020E+10.pgm,3,3,11.0266695,True
yaleB03/yaleB03_P00A+000E-35.pgm,3,38,11.318894,False
yaleB03/yaleB03_P00A-015E+20.pgm,3,3,9.568112,True
yaleB03/yaleB03_P00A+015E+20.pgm,3,3,11.533853,True
yaleB03/yaleB03_P00A+000E+45.pgm,3,3,14.098476,True
yaleB03/yaleB03_P00A-035E+15.pgm,3,25,18.341368,False
yaleB03/yaleB03_P00A+035E+15.pgm,3,20,16.062983,False
yaleB03/yaleB03_P00A-050E+00.pgm,3,31,23.717009,False
yaleB03/yaleB03_P00A+050E+00.pgm,3,35,16.165173,False
yaleB03/yaleB03_P00A-035E-20.pgm,3,31,17.82389,False
yaleB03/yaleB03_P00A+035E-20.pgm,3,7,13.869108,False
yaleB03/yaleB03_P00A-020E-40.pgm,3,4,13.2869,False
yaleB03/yaleB03_P00A+020E-40.pgm,3,35,12.906623,False
yaleB03/yaleB03_P00A-070E+00.pgm,3,4,23.573996,False
yaleB03/yaleB03_P00A+070E+00.pgm,3,35,23.179005,False
yaleB03/yaleB03_P00A-035E+40.pgm,3,8,18.503937,False
yaleB03/yaleB03_P00A+035E+40.pgm,3,35,17.445992,False
yaleB03/yaleB03_P00A-060E-20.pgm,3,4,21.365564,False
yaleB03/yaleB03_P00A-060E+20.pgm,3,8,25.096218,False
yaleB03/yaleB03_P00A+060E-20.pgm,3,35,16.991516,False
yaleB03/yaleB03_P00A+060E+20.pgm,3,35,21.288702,False
yaleB03/yaleB03_P00A+000E+90.pgm,3,35,18.15083,False
yaleB03/yaleB03_P00A-050E-40.pgm,3,4,18.23716,False
yaleB03/yaleB03_P00A+050E-40.pgm,3,35,14.686887,False
yaleB03/yaleB03_P00A-095E+00.pgm,3,35,22.448368,False
yaleB03/yaleB03_P00A+095E+00.pgm,3,35,20.476685,False
yaleB03/yaleB03_P00A-035E+65.pgm,3,35,15.468545,False
yaleB03/yaleB03_P00A+035E+65.pgm,3,35,14.684267,False
yaleB03/yaleB03_P00A-070E-35.pgm,3,31,20.360388,False
yaleB03/yaleB03_P00A+070E-35.pgm,3,35,17.615387,False
yaleB03/yaleB03_P00A-085E-20.pgm,3,31,22.254503,False
yaleB03/yaleB03_P00A-085E+20.pgm,3,31,24.106056,False
yaleB03/yaleB03_P00A+085E-20.pgm,3,35,19.225637,False
yaleB03/yaleB03_P00A+085E+20.pgm,3,35,20.73492,False
yaleB03/yaleB03_P00A-070E+45.pgm,3,35,20.997665,False
yaleB03/yaleB03_P00A+070E+45.pgm,3,35,19.38093,False
yaleB03/yaleB03_P00A-120E+00.pgm,3,35,19.450665,False
yaleB03/yaleB03_P00A+120E+00.pgm,3,35,18.3359,False
yaleB03/yaleB03_P00A-110E+15.pgm,3,35,19.853697,False
yaleB03/yaleB03_P00A+110E+15.pgm,3,35,19.575706,False
yaleB03/yaleB03_P00A-110E-20.pgm,3,35,20.19942,False
yaleB03/yaleB03_P00A+110E-20.pgm,3,35,18.889694,False
yaleB03/yaleB03_P00A-110E+40.pgm,3,35,18.367477,False
yaleB03/yaleB03_P00A+110E+40.pgm,3,35,17.395481,False
yaleB03/yaleB03_P00A-130E+20.pgm,3,35,18.871405,False
yaleB03/yaleB03_P00A+130E+20.pgm,3,35,17.772774,False
yaleB03/yaleB03_P00A-110E+65.pgm,3,35,18.787193,False
yaleB03/yaleB03_P00A+110E+65.pgm,3,35,16.924627,False
yaleB04/yaleB04_P00A+005E-10.pgm,4,4,4.582183,True
yaleB04/yaleB04_P00A+005E+10.pgm,4,4,3.8373952,True
yaleB04/yaleB04_P00A+000E-20.pgm,4,4,5.6140385,True
yaleB04/yaleB04_P00A+000E+20.pgm,4,4,5.340891,True
yaleB04/yaleB04_P00A-025E+00.pgm,4,4,5.424722,True
yaleB04/yaleB04_P00A+025E+00.pgm,4,35,8.5431,False
yaleB04/yaleB04_P00A-010E-20.pgm,4,4,6.3359566,True
yaleB04/yaleB04_P00A+010E-20.pgm,4,4,6.459669,True
yaleB04/yaleB04_P00A-020E-10.pgm,4,4,4.29582,True
yaleB04/yaleB04_P00A-020E+10.pgm,4,4,5.6100035,True
yaleB04/yaleB04_P00A+020E-10.pgm,4,4,7.6369853,True
yaleB04/yaleB04_P00A+020E+10.pgm,4,4,5.749266,True
yaleB04/yaleB04_P00A+000E-35.pgm,4,35,10.439494,False
yaleB04/yaleB04_P00A-015E+20.pgm,4,4,6.555367,True
yaleB04/yaleB04_P00A+015E+20.pgm,4,4,6.05096,True
yaleB04/yaleB04_P00A+000E+45.pgm,4,4,9.354489,True
yaleB04/yaleB04_P00A-035E+15.pgm,4,4,10.9629755,True
yaleB04/yaleB04_P00A+035E+15.pgm,4,35,10.057722,False
yaleB04/yaleB04_P00A-050E+00.pgm,4,4,15.810135,True
yaleB04/yaleB04_P00A+050E+00.pgm,4,35,11.626176,False
yaleB04/yaleB04_P00A-035E-20.pgm,4,4,12.671551,True
yaleB04/yaleB04_P00A+035E-20.pgm,4,35,10.857565,False
yaleB04/yaleB04_P00A-020E-40.pgm,4,35,13.219648,False
yaleB04/yaleB04_P00A+020E-40.pgm,4,35,11.037049,False
yaleB04/yaleB04_P00A-070E+00.pgm,4,4,20.60056,True
yaleB04/yaleB04_P00A+070E+00.pgm,4,35,17.561403,False
yaleB04/yaleB04_P00A-035E+40.pgm,4,4,12.271126,True
yaleB04/yaleB04_P00A+035E+40.pgm,4,35,10.7878275,False
yaleB04/yaleB04_P00A-060E-20.pgm,4,4,19.166367,True
yaleB04/yaleB04_P00A-060E+20.pgm,4,4,18.49182,True
yaleB04/yaleB04_P00A+060E-20.pgm,4,35,15.39838,False
yaleB04/yaleB04_P00A+060E+20.pgm,4,35,14.64849,False
yaleB04/yaleB04_P00A+000E+90.pgm,4,35,16.434343,False
yaleB04/yaleB04_P00A-050E-40.pgm,4,35,18.18796,False
yaleB04/yaleB04_P00A+050E-40.pgm,4,35,14.276838,False
yaleB04/yaleB04_P00A-095E+00.pgm,4,35,21.908348,False
yaleB04/yaleB04_P00A+095E+00.pgm,4,35,19.442574,False
yaleB04/yaleB04_P00A-035E+65.pgm,4,35,13.1848755,False
yaleB04/yaleB04_P00A+035E+65.pgm,4,35,12.258711,False
yaleB04/yaleB04_P00A-070E-35.pgm,4,35,19.30635,False
yaleB04/yaleB04_P00A+070E-35.pgm,4,35,16.685383,False
yaleB04/yaleB04_P00A-085E-20.pgm,4,35,20.596453,False
yaleB04/yaleB04_P00A-085E+20.pgm,4,31,21.32191,False
yaleB04/yaleB04_P00A+085E-20.pgm,4,35,18.150663,False
yaleB04/yaleB04_P00A+085E+20.pgm,4,35,17.302542,False
yaleB04/yaleB04_P00A-070E+45.pgm,4,31,18.972149,False
yaleB04/yaleB04_P00A+070E+45.pgm,4,35,15.312189,False
yaleB04/yaleB04_P00A-120E+00.pgm,4,35,20.29757,False
yaleB04/yaleB04_P00A+120E+00.pgm,4,35,18.301601,False
yaleB04/yaleB04_P00A-110E+15.pgm,4,35,19.345284,False
yaleB04/yaleB04_P00A+110E+15.pgm,4,35,18.661192,False
yaleB04/yaleB04_P00A-110E-20.pgm,4,35,20.694365,False
yaleB04/yaleB04_P00A+110E-20.pgm,4,35,18.36446,False
yaleB04/yaleB04_P00A-110E+40.pgm,4,35,17.783022,False
yaleB04/yaleB04_P00A+110E+40.pgm,4,35,15.981496,False
yaleB04/yaleB04_P00A-130E+20.pgm,4,35,19.074167,False
yaleB04/yaleB04_P00A+130E+20.pgm,4,35,17.468554,False
yaleB04/yaleB04_P00A-110E+65.pgm,4,35,17.262394,False
yaleB04/yaleB04_P00A+110E+65.pgm,4,35,14.663407,False
yaleB05/yaleB05_P00A+005E-10.pgm,5,5,4.9594827,True
yaleB05/yaleB05_P00A+005E+10.pgm,5,5,6.700846,True
yaleB05/yaleB05_P00A+000E-20.pgm,5,5,7.098934,True
yaleB05/yaleB05_P00A+000E+20.pgm,5,5,5.3152795,True
yaleB05/yaleB05_P00A-025E+00.pgm,5,5,7.3429084,True
yaleB05/yaleB05_P00A+025E+00.pgm,5,32,11.604498,False
yaleB05/yaleB05_P00A-010E-20.pgm,5,5,7.970117,True
yaleB05/yaleB05_P00A+010E-20.pgm,5,5,8.714359,True
yaleB05/yaleB05_P00A-020E-10.pgm,5,5,5.986129,True
yaleB05/yaleB05_P00A-020E+10.pgm,5,5,6.6342435,True
yaleB05/yaleB05_P00A+020E-10.pgm,5,5,8.125616,True
yaleB05/yaleB05_P00A+020E+10.pgm,5,5,10.622636,True
yaleB05/yaleB05_P00A+000E-35.pgm,5,5,12.446887,True
yaleB05/yaleB05_P00A-015E+20.pgm,5,5,7.4957204,True
yaleB05/yaleB05_P00A+015E+20.pgm,5,5,8.557045,True
yaleB05/yaleB05_P00A+000E+45.pgm,5,32,11.572884,False
yaleB05/yaleB05_P00A-035E+15.pgm,5,5,12.824376,True
yaleB05/yaleB05_P00A+035E+15.pgm,5,5,12.418113,True
yaleB05/yaleB05_P00A-050E+00.pgm,5,5,17.186314,True
yaleB05/yaleB05_P00A+050E+00.pgm,5,35,14.825475,False
yaleB05/yaleB05_P00A-035E-20.pgm,5,5,13.08082,True
yaleB05/yaleB05_P00A+035E-20.pgm,5,5,15.130242,True
yaleB05/yaleB05_P00A-020E-40.pgm,5,5,13.537246,True
yaleB05/yaleB05_P00A+020E-40.pgm,5,7,15.014815,False
yaleB05/yaleB05_P00A-070E+00.pgm,5,32,23.161785,False
yaleB05/yaleB05_P00A+070E+00.pgm,5,35,20.152397,False
yaleB05/yaleB05_P00A-035E+40.pgm,5,32,13.599525,False
yaleB05/yaleB05_P00A+035E+40.pgm,5,35,12.279158,False
yaleB05/yaleB05_P00A-060E-20.pgm,5,4,21.052729,False
yaleB05/yaleB05_P00A-060E+20.pgm,5,32,19.74908,False
yaleB05/yaleB05_P00A+060E-20.pgm,5,35,17.467619,False
yaleB05/yaleB05_P00A+060E+20.pgm,5,35,16.59279,False
yaleB05/yaleB05_P00A+000E+90.pgm,5,35,18.44044,False
yaleB05/yaleB05_P00A-050E-40.pgm,5,4,18.518564,False
yaleB05/yaleB05_P00A+050E-40.pgm,5,35,15.891843,False
yaleB05/yaleB05_P00A-095E+00.pgm,5,35,21.84498,False
yaleB05/yaleB05_P00A+095E+00.pgm,5,35,19.462488,False
yaleB05/yaleB05_P00A-035E+65.pgm,5,35,15.0629015,False
yaleB05/yaleB05_P00A+035E+65.pgm,5,35,14.022809,False
yaleB05/yaleB05_P00A-070E-35.pgm,5,4,22.560308,False
yaleB05/yaleB05_P00A+070E-35.pgm,5,35,19.666018,False
yaleB05/yaleB05_P00A-085E-20.pgm,5,35,22.862328,False
yaleB05/yaleB05_P00A-085E+20.pgm,5,35,20.340921,False
yaleB05/yaleB05_P00A+085E-20.pgm,5,35,20.474533,False
yaleB05/yaleB05_P00A+085E+20.pgm,5,35,18.692898,False
yaleB05/yaleB05_P00A-070E+45.pgm,5,35,17.30113,False
yaleB05/yaleB05_P00A+070E+45.pgm,5,35,16.373245,False
yaleB05/yaleB05_P00A-120E+00.pgm,5,35,19.989689,False
yaleB05/yaleB05_P00A+120E+00.pgm,5,35,18.312683,False
yaleB05/yaleB05_P00A-110E+15.pgm,5,35,19.361298,False
yaleB05/yaleB05_P00A+110E+15.pgm,5,35,17.660664,False
yaleB05/yaleB05_P00A-110E-20.pgm,5,35,22.776966,False
yaleB05/yaleB05_P00A+110E-20.pgm,5,35,19.957235,False
yaleB05/yaleB05_P00A-110E+40.pgm,5,35,18.780996,False
yaleB05/yaleB05_P00A+110E+40.pgm,5,35,17.551855,False
yaleB05/yaleB05_P00A-130E+20.pgm,5,35,18.820667,False
yaleB05/yaleB05_P00A+130E+20.pgm,5,35,17.982597,False
yaleB05/yaleB05_P00A-110E+65.pgm,5,35,19.108858,False
yaleB05/yaleB05_P00A+110E+65.pgm,5,35,18.07944,False
yaleB06/yaleB06_P00A+005E-10.pgm,6,6,5.4983296,True
yaleB06/yaleB06_P00A+005E+10.pgm,6,6,4.7511196,True
yaleB06/yaleB06_P00A+000E-20.pgm,6,6,8.429154,True
yaleB06/yaleB06_P00A+000E+20.pgm,6,6,7.6094084,True
yaleB06/yaleB06_P00A-025E+00.pgm,6,6,9.143865,True
yaleB06/yaleB06_P00A+025E+00.pgm,6,35,8.954981,False
yaleB06/yaleB06_P00A-010E-20.pgm,6,6,9.136794,True
yaleB06/yaleB06_P00A+010E-20.pgm,6,6,9.177731,True
yaleB06/yaleB06_P00A-020E-10.pgm,6,6,6.956315,True
yaleB06/yaleB06_P00A-020E+10.pgm,6,6,8.725795,True
yaleB06/yaleB06_P00A+020E-10.pgm,6,6,9.556442,True
yaleB06/yaleB06_P00A+020E+10.pgm,6,6,9.020871,True
yaleB06/yaleB06_P00A+000E-35.pgm,6,35,11.890809,False
yaleB06/yaleB06_P00A-015E+20.pgm,6,6,9.071237,True
yaleB06/yaleB06_P00A+015E+20.pgm,6,6,9.231515,True
yaleB06/yaleB06_P00A+000E+45.pgm,6,6,11.864974,True
yaleB06/yaleB06_P00A-035E+15.pgm,6,6,16.846771,True
yaleB06/yaleB06_P00A+035E+15.pgm,6,20,15.235444,False
yaleB06/yaleB06_P00A-050E+00.pgm,6,6,23.076014,True
yaleB06/yaleB06_P00A+050E+00.pgm,6,35,14.764422,False
yaleB06/yaleB06_P00A-035E-20.pgm,6,6,17.661474,True
yaleB06/yaleB06_P00A+035E-20.pgm,6,35,13.215515,False
yaleB06/yaleB06_P00A-020E-40.pgm,6,4,14.398624,False
yaleB06/yaleB06_P00A+020E-40.pgm,6,35,11.853659,False
yaleB06/yaleB06_P00A-070E+00.pgm,6,4,26.754116,False
yaleB06/yaleB06_P00A+070E+00.pgm,6,35,23.146349,False
yaleB06/yaleB06_P00A-035E+40.pgm,6,6,17.92177,True
yaleB06/yaleB06_P00A+035E+40.pgm,6,9,16.16524,False
yaleB06/yaleB06_P00A-060E-20.pgm,6,4,23.721472,False
yaleB06/yaleB06_P00A-060E+20.pgm,6,31,26.147097,False
yaleB06/yaleB06_P00A+060E-20.pgm,6,35,17.288382,False
yaleB06/yaleB06_P00A+060E+20.pgm,6,35,19.88376,False
yaleB06/yaleB06_P00A+000E+90.pgm,6,35,16.775703,False
yaleB06/yaleB06_P00A-050E-40.pgm,6,4,20.412762,False
yaleB06/yaleB06_P00A+050E-40.pgm,6,35,15.634843,False
yaleB06/yaleB06_P00A-095E+00.pgm,6,4,27.974342,False
yaleB06/yaleB06_P00A+095E+00.pgm,6,35,22.884977,False
yaleB06/yaleB06_P00A-035E+65.pgm,6,8,16.145666,False
yaleB06/yaleB06_P00A+035E+65.pgm,6,35,16.24639,False
yaleB06/yaleB06_P00A-070E-35.pgm,6,4,23.260395,False
yaleB06/yaleB06_P00A+070E-35.pgm,6,35,18.356628,False
yaleB06/yaleB06_P00A-085E-20.pgm,6,4,25.201134,False
yaleB06/yaleB06_P00A-085E+20.pgm,6,4,27.174648,False
yaleB06/yaleB06_P00A+085E-20.pgm,6,35,20.265957,False
yaleB06/yaleB06_P00A+085E+20.pgm,6,35,21.479116,False
yaleB06/yaleB06_P00A-070E+45.pgm,6,8,22.816362,False
yaleB06/yaleB06_P00A+070E+45.pgm,6,35,18.321848,False
yaleB06/yaleB06_P00A-120E+00.pgm,6,35,22.939478,False
yaleB06/yaleB06_P00A+120E+00.pgm,6,35,21.626575,False
yaleB06/yaleB06_P00A-110E+15.pgm,6,35,23.941824,False
yaleB06/yaleB06_P00A+110E+15.pgm,6,35,21.873735,False
yaleB06/yaleB06_P00A-110E-20.pgm,6,35,25.874182,False
yaleB06/yaleB06_P00A+110E-20.pgm,6,35,22.005117,False
yaleB06/yaleB06_P00A-110E+40.pgm,6,35,20.853836,False
yaleB06/yaleB06_P00A+110E+40.pgm,6,35,18.167294,False
yaleB06/yaleB06_P00A-130E+20.pgm,6,35,19.368868,False
yaleB06/yaleB06_P00A+130E+20.pgm,6,35,18.817265,False
yaleB06/yaleB06_P00A-110E+65.pgm,6,35,17.254564,False
yaleB06/yaleB06_P00A+110E+65.pgm,6,35,15.90643,False
yaleB07/yaleB07_P00A+005E-10.pgm,7,7,4.8768044,True
yaleB07/yaleB07_P00A+005E+10.pgm,7,7,4.7761364,True
yaleB07/yaleB07_P00A+000E-20.pgm,7,7,5.8552628,True
yaleB07/yaleB07_P00A+000E+20.pgm,7,7,5.245112,True
yaleB07/yaleB07_P00A-025E+00.pgm,7,7,6.495806,True
yaleB07/yaleB07_P00A+025E+00.pgm,7,35,7.904345,False
yaleB07/yaleB07_P00A-010E-20.pgm,7,7,7.5728073,True
yaleB07/yaleB07_P00A+010E-20.pgm,7,7,7.297428,True
yaleB07/yaleB07_P00A-020E-10.pgm,7,7,4.8970184,True
yaleB07/yaleB07_P00A-020E+10.pgm,7,7,5.80306,True
yaleB07/yaleB07_P00A+020E-10.pgm,7,7,8.078358,True
yaleB07/yaleB07_P00A+020E+10.pgm,7,7,6.568783,True
yaleB07/yaleB07_P00A+000E-35.pgm,7,35,10.505913,False
yaleB07/yaleB07_P00A-015E+20.pgm,7,7,7.2267976,True
yaleB07/yaleB07_P00A+015E+20.pgm,7,7,7.042334,True
yaleB07/yaleB07_P00A+000E+45.pgm,7,7,10.318755,True
yaleB07/yaleB07_P00A-035E+15.pgm,7,4,12.242935,False
yaleB07/yaleB07_P00A+035E+15.pgm,7,7,11.702638,True
yaleB07/yaleB07_P00A-050E+00.pgm,7,4,16.40841,False
yaleB07/yaleB07_P00A+050E+00.pgm,7,35,12.550742,False
yaleB07/yaleB07_P00A-035E-20.pgm,7,4,12.649805,False
yaleB07/yaleB07_P00A+035E-20.pgm,7,35,11.369638,False
yaleB07/yaleB07_P00A-020E-40.pgm,7,35,12.859597,False
yaleB07/yaleB07_P00A+020E-40.pgm,7,35,12.080851,False
yaleB07/yaleB07_P00A-070E+00.pgm,7,4,21.681227,False
yaleB07/yaleB07_P00A+070E+00.pgm,7,35,17.838398,False
yaleB07/yaleB07_P00A-035E+40.pgm,7,31,13.33506,False
yaleB07/yaleB07_P00A+035E+40.pgm,7,35,11.668864,False
yaleB07/yaleB07_P00A-060E-20.pgm,7,4,19.5667,False
yaleB07/yaleB07_P00A-060E+20.pgm,7,4,19.322989,False
yaleB07/yaleB07_P00A+060E-20.pgm,7,35,15.413223,False
yaleB07/yaleB07_P00A+060E+20.pgm,7,35,14.79054,False
yaleB07/yaleB07_P00A+000E+90.pgm,7,35,16.579926,False
yaleB07/yaleB07_P00A-050E-40.pgm,7,31,18.460047,False
yaleB07/yaleB07_P00A+050E-40.pgm,7,35,15.314854,False
yaleB07/yaleB07_P00A-095E+00.pgm,7,4,24.64677,False
yaleB07/yaleB07_P00A+095E+00.pgm,7,35,19.947966,False
yaleB07/yaleB07_P00A-035E+65.pgm,7,35,13.564869,False
yaleB07/yaleB07_P00A+035E+65.pgm,7,35,12.594717,False
yaleB07/yaleB07_P00A-070E-35.pgm,7,35,20.192772,False
yaleB07/yaleB07_P00A+070E-35.pgm,7,35,18.17957,False
yaleB07/yaleB07_P00A-085E-20.pgm,7,35,22.72267,False
yaleB07/yaleB07_P00A-085E+20.pgm,7,31,22.888756,False
yaleB07/yaleB07_P00A+085E-20.pgm,7,35,19.173624,False
yaleB07/yaleB07_P00A+085E+20.pgm,7,35,17.75961,False
yaleB07/yaleB07_P00A-070E+45.pgm,7,31,19.393656,False
yaleB07/yaleB07_P00A+070E+45.pgm,7,35,15.175809,False
yaleB07/yaleB07_P00A-120E+00.pgm,7,35,21.90419,False
yaleB07/yaleB07_P00A+120E+00.pgm,7,35,18.388773,False
yaleB07/yaleB07_P00A-110E+15.pgm,7,35,21.101532,False
yaleB07/yaleB07_P00A+110E+15.pgm,7,35,18.31667,False
yaleB07/yaleB07_P00A-110E-20.pgm,7,35,23.600193,False
yaleB07/yaleB07_P00A+110E-20.pgm,7,35,19.6336,False
yaleB07/yaleB07_P00A-110E+40.pgm,7,35,18.4066,False
yaleB07/yaleB07_P00A+110E+40.pgm,7,35,16.013926,False
yaleB07/yaleB07_P00A-130E+20.pgm,7,35,18.692759,False
yaleB07/yaleB07_P00A+130E+20.pgm,7,35,17.739134,False
yaleB07/yaleB07_P00A-110E+65.pgm,7,35,16.630491,False
yaleB07/yaleB07_P00A+110E+65.pgm,7,35,15.211959,False
yaleB08/yaleB08_P00A+005E-10.pgm,8,8,4.966342,True
yaleB08/yaleB08_P00A+005E+10.pgm,8,8,4.988916,True
yaleB08/yaleB08_P00A+000E-20.pgm,8,8,6.6230893,True
yaleB08/yaleB08_P00A+000E+20.pgm,8,8,5.904542,True
yaleB08/yaleB08_P00A-025E+00.pgm,8,8,6.825986,True
yaleB08/yaleB08_P00A+025E+00.pgm,8,35,8.823771,False
yaleB08/yaleB08_P00A-010E-20.pgm,8,8,7.72044,True
yaleB08/yaleB08_P00A+010E-20.pgm,8,8,7.9397116,True
yaleB08/yaleB08_P00A-020E-10.pgm,8,8,4.922337,True
yaleB08/yaleB08_P00A-020E+10.pgm,8,8,6.8539295,True
yaleB08/yaleB08_P00A+020E-10.pgm,8,8,8.108356,True
yaleB08/yaleB08_P00A+020E+10.pgm,8,8,7.1796813,True
yaleB08/yaleB08_P00A+000E-35.pgm,8,35,9.935157,False
yaleB08/yaleB08_P00A-015E+20.pgm,8,8,7.941445,True
yaleB08/yaleB08_P00A+015E+20.pgm,8,8,7.861683,True
yaleB08/yaleB08_P00A+000E+45.pgm,8,8,9.421248,True
yaleB08/yaleB08_P00A-035E+15.pgm,8,8,13.10524,True
yaleB08/yaleB08_P00A+035E+15.pgm,8,8,12.109223,True
yaleB08/yaleB08_P00A-050E+00.pgm,8,8,17.376955,True
yaleB08/yaleB08_P00A+050E+00.pgm,8,35,13.050306,False
yaleB08/yaleB08_P00A-035E-20.pgm,8,8,13.775376,True
yaleB08/yaleB08_P00A+035E-20.pgm,8,35,10.860853,False
yaleB08/yaleB08_P00A-020E-40.pgm,8,35,12.289209,False
yaleB08/yaleB08_P00A+020E-40.pgm,8,35,10.9316225,False
yaleB08/yaleB08_P00A-070E+00.pgm,8,31,21.31163,False
yaleB08/yaleB08_P00A+070E+00.pgm,8,35,18.637138,False
yaleB08/yaleB08_P00A-035E+40.pgm,8,8,14.581883,True
yaleB08/yaleB08_P00A+035E+40.pgm,8,35,13.945426,False
yaleB08/yaleB08_P00A-060E-20.pgm,8,31,18.991436,False
yaleB08/yaleB08_P00A-060E+20.pgm,8,8,20.700195,True
yaleB08/yaleB08_P00A+060E-20.pgm,8,35,15.308119,False
yaleB08/yaleB08_P00A+060E+20.pgm,8,35,16.686266,False
