d,imagen,persona_real,persona_predicha,distance,correcta
1,Test/s11/6.pgm,11,6,0.06176323443651199,False
1,Test/s11/7.pgm,11,17,0.15100447833538055,False
1,Test/s11/8.pgm,11,7,0.0657132938504219,False
1,Test/s11/9.pgm,11,34,0.0027713926974684,False
1,Test/s11/10.pgm,11,9,0.00390625,False
1,Test/s12/6.pgm,12,26,0.00390625,False
1,Test/s12/7.pgm,12,2,0.01487455703318119,False
1,Test/s12/8.pgm,12,35,0.01138857752084732,False
1,Test/s12/9.pgm,12,8,0.07615935057401657,False
1,Test/s12/10.pgm,12,8,0.15196141600608826,False
1,Test/s13/6.pgm,13,13,0.12884704768657684,True
1,Test/s13/7.pgm,13,32,0.00390625,False
1,Test/s13/8.pgm,13,1,0.009568319655954838,False
1,Test/s13/9.pgm,13,18,0.15780475735664368,False
1,Test/s13/10.pgm,13,27,0.02139541320502758,False
1,Test/s14/6.pgm,14,12,0.05479203164577484,False
1,Test/s14/7.pgm,14,25,0.03050878830254078,False
1,Test/s14/8.pgm,14,16,0.07181553542613983,False
1,Test/s14/9.pgm,14,15,0.005068491213023663,False
1,Test/s14/10.pgm,14,40,0.0834832414984703,False
1,Test/s15/6.pgm,15,40,0.034116849303245544,False
1,Test/s15/7.pgm,15,4,0.03444719687104225,False
1,Test/s15/8.pgm,15,34,0.02504078485071659,False
1,Test/s15/9.pgm,15,11,0.06680180132389069,False
1,Test/s15/10.pgm,15,31,0.04419417306780815,False
1,Test/s16/6.pgm,16,11,0.03774638473987579,False
1,Test/s16/7.pgm,16,17,0.0027621358167380095,False
1,Test/s16/8.pgm,16,16,0.0,True
1,Test/s16/9.pgm,16,28,0.03911129757761955,False
1,Test/s16/10.pgm,16,3,0.1588554084300995,False
1,Test/s17/6.pgm,17,9,0.15750230848789215,False
1,Test/s17/7.pgm,17,24,0.050517644733190536,False
1,Test/s17/8.pgm,17,6,0.09393292665481567,False
1,Test/s17/9.pgm,17,7,0.023150917142629623,False
1,Test/s17/10.pgm,17,11,0.06915000081062317,False
1,Test/s18/6.pgm,18,14,0.05633673816919327,False
1,Test/s18/7.pgm,18,32,0.0926036685705185,False
1,Test/s18/8.pgm,18,12,0.02277715504169464,False
1,Test/s18/9.pgm,18,32,0.005524271633476019,False
1,Test/s18/10.pgm,18,35,0.008286407217383385,False
1,Test/s19/6.pgm,19,13,0.0,False
1,Test/s19/7.pgm,19,27,0.013531646691262722,False
1,Test/s19/8.pgm,19,27,0.055104438215494156,False
1,Test/s19/9.pgm,19,8,0.11243623495101929,False
1,Test/s19/10.pgm,19,18,0.08123685419559479,False
1,Test/s20/6.pgm,20,21,0.03515625,False
1,Test/s20/7.pgm,20,22,0.07042092084884644,False
1,Test/s20/8.pgm,20,10,0.09480203688144684,False
1,Test/s20/9.pgm,20,22,0.006765823345631361,False
1,Test/s20/10.pgm,20,10,0.08286407589912415,False
1,Test/s21/6.pgm,21,23,0.21754340827465057,False
1,Test/s21/7.pgm,21,10,0.07025822252035141,False
1,Test/s21/8.pgm,21,31,0.07042092084884644,False
1,Test/s21/9.pgm,21,21,0.05653950944542885,True
1,Test/s21/10.pgm,21,38,0.17129696905612946,False
1,Test/s22/6.pgm,22,21,0.01657281443476677,False
1,Test/s22/7.pgm,22,23,0.08396165817975998,False
1,Test/s22/8.pgm,22,22,0.030257683247327805,True
1,Test/s22/9.pgm,22,22,0.1108301654458046,True
1,Test/s22/10.pgm,22,9,0.020203281193971634,False
1,Test/s23/6.pgm,23,38,0.025763487443327904,False
1,Test/s23/7.pgm,23,38,0.01171875,False
1,Test/s23/8.pgm,23,22,0.005524271633476019,False
1,Test/s23/9.pgm,23,22,0.06032595783472061,False
1,Test/s23/10.pgm,23,9,0.17835570871829987,False
1,Test/s24/6.pgm,24,6,0.03847210109233856,False
1,Test/s24/7.pgm,24,34,0.03487709164619446,False
1,Test/s24/8.pgm,24,23,0.04671195521950722,False
1,Test/s24/9.pgm,24,23,0.0332605205476284,False
1,Test/s24/10.pgm,24,9,0.11759369820356369,False
1,Test/s25/6.pgm,25,40,0.04349815845489502,False
1,Test/s25/7.pgm,25,11,0.06259148567914963,False
1,Test/s25/8.pgm,25,25,0.05917678773403168,True
1,Test/s25/9.pgm,25,5,0.013741452246904373,False
1,Test/s25/10.pgm,25,40,0.08991272002458572,False
1,Test/s26/6.pgm,26,28,0.004784159827977419,False
1,Test/s26/7.pgm,26,18,0.0657132938504219,False
1,Test/s26/8.pgm,26,8,0.09404454380273819,False
1,Test/s26/9.pgm,26,8,0.11962790787220001,False
1,Test/s26/10.pgm,26,40,0.0,False
1,Test/s27/6.pgm,27,35,0.051811836659908295,False
1,Test/s27/7.pgm,27,6,0.03108936920762062,False
1,Test/s27/8.pgm,27,4,0.07676465809345245,False
1,Test/s27/9.pgm,27,17,0.020944932475686073,False
1,Test/s27/10.pgm,27,28,0.05901540815830231,False
1,Test/s28/6.pgm,28,28,0.09789034724235535,True
1,Test/s28/7.pgm,28,28,0.05233500525355339,True
1,Test/s28/8.pgm,28,35,0.008286407217383385,False
1,Test/s28/9.pgm,28,28,0.09221149981021881,True
1,Test/s28/10.pgm,28,18,0.06987712532281876,False
1,Test/s29/6.pgm,29,21,0.052625756710767746,False
1,Test/s29/7.pgm,29,10,0.008734640665352345,False
1,Test/s29/8.pgm,29,39,0.1130790188908577,False
1,Test/s29/9.pgm,29,33,0.149665966629982,False
1,Test/s29/10.pgm,29,29,0.04800080507993698,True
1,Test/s30/6.pgm,30,30,0.06064130738377571,True
1,Test/s30/7.pgm,30,33,0.20999500155448914,False
1,Test/s30/8.pgm,30,10,0.0728701502084732,False
1,Test/s30/9.pgm,30,39,0.045049071311950684,False
1,Test/s30/10.pgm,30,30,0.0883883461356163,True
1,Test/s31/6.pgm,31,7,0.024974046275019646,False
1,Test/s31/7.pgm,31,39,0.09843439608812332,False
1,Test/s31/8.pgm,31,22,0.1826981157064438,False
1,Test/s31/9.pgm,31,23,0.05793904885649681,False
1,Test/s31/10.pgm,31,8,0.003311684587970376,False
1,Test/s32/6.pgm,32,26,0.03871919587254524,False
1,Test/s32/7.pgm,32,40,0.061091769486665726,False
1,Test/s32/8.pgm,32,12,0.015625,False
1,Test/s32/9.pgm,32,37,0.025763487443327904,False
1,Test/s32/10.pgm,32,5,0.03360283374786377,False
1,Test/s33/6.pgm,33,39,0.060892410576343536,False
1,Test/s33/7.pgm,33,33,0.05579240992665291,True
1,Test/s33/8.pgm,33,39,0.024394523352384567,False
1,Test/s33/9.pgm,33,10,0.10517899692058563,False
1,Test/s33/10.pgm,33,33,0.05063078552484512,True
1,Test/s34/6.pgm,34,24,0.11295244842767715,False
1,Test/s34/7.pgm,34,15,0.06592949479818344,False
1,Test/s34/8.pgm,34,7,0.01893625035881996,False
1,Test/s34/9.pgm,34,6,0.10618966817855835,False
1,Test/s34/10.pgm,34,9,0.14459721744060516,False
1,Test/s35/6.pgm,35,2,0.012955565936863422,False
1,Test/s35/7.pgm,35,28,0.03314562886953354,False
1,Test/s35/8.pgm,35,40,0.0011960399569943547,False
1,Test/s35/9.pgm,35,37,0.039931733161211014,False
1,Test/s35/10.pgm,35,11,0.11897240579128265,False
1,Test/s36/6.pgm,36,25,0.05128812789916992,False
1,Test/s36/7.pgm,36,17,0.0009765625,False
1,Test/s36/8.pgm,36,9,0.19164526462554932,False
1,Test/s36/9.pgm,36,31,0.07388390600681305,False
1,Test/s36/10.pgm,36,36,0.02778487652540207,True
1,Test/s37/6.pgm,37,28,0.09005579352378845,False
1,Test/s37/7.pgm,37,37,0.02376079186797142,True
1,Test/s37/8.pgm,37,2,0.02583741582930088,False
1,Test/s37/9.pgm,37,28,0.00390625,False
1,Test/s37/10.pgm,37,18,0.1445576399564743,False
1,Test/s38/6.pgm,38,23,0.021035799756646156,False
1,Test/s38/7.pgm,38,22,0.030131345614790916,False
1,Test/s38/8.pgm,38,20,0.08642440289258957,False
1,Test/s38/9.pgm,38,9,0.041478049010038376,False
1,Test/s38/10.pgm,38,29,0.011048543266952038,False
1,Test/s39/6.pgm,39,20,0.09407495707273483,False
1,Test/s39/7.pgm,39,10,0.06844303011894226,False
1,Test/s39/8.pgm,39,21,0.13576677441596985,False
1,Test/s39/9.pgm,39,30,0.04538652300834656,False
1,Test/s39/10.pgm,39,21,0.07411587983369827,False
1,Test/s40/6.pgm,40,31,0.010983615182340145,False
1,Test/s40/7.pgm,40,12,0.023233158513903618,False
1,Test/s40/8.pgm,40,40,0.12015092372894287,True
1,Test/s40/9.pgm,40,37,0.016105880960822105,False
1,Test/s40/10.pgm,40,8,0.03799505904316902,False
2,Test/s1/6.pgm,1,18,1.0421783924102783,False
2,Test/s1/7.pgm,1,18,1.0463865995407104,False
2,Test/s1/8.pgm,1,1,0.3737773001194,True
2,Test/s1/9.pgm,1,18,1.6440393924713135,False
2,Test/s1/10.pgm,1,18,1.4286304712295532,False
2,Test/s2/6.pgm,2,2,1.1730703115463257,True
2,Test/s2/7.pgm,2,25,0.8077842593193054,False
2,Test/s2/8.pgm,2,2,0.4042402505874634,True
2,Test/s2/9.pgm,2,11,1.0464030504226685,False
2,Test/s2/10.pgm,2,25,0.38897112011909485,False
2,Test/s3/6.pgm,3,4,0.5573562979698181,False
2,Test/s3/7.pgm,3,25,0.943955659866333,False
2,Test/s3/8.pgm,3,25,0.3800221085548401,False
2,Test/s3/9.pgm,3,4,0.372171550989151,False
2,Test/s3/10.pgm,3,17,0.46787434816360474,False
2,Test/s4/6.pgm,4,12,0.8435442447662354,False
2,Test/s4/7.pgm,4,25,0.555374801158905,False
2,Test/s4/8.pgm,4,35,0.6591066122055054,False
2,Test/s4/9.pgm,4,4,0.1732841283082962,True
2,Test/s4/10.pgm,4,7,0.9319537878036499,False
2,Test/s5/6.pgm,5,5,0.8410601615905762,True
2,Test/s5/7.pgm,5,26,0.726656973361969,False
2,Test/s5/8.pgm,5,40,1.1763651371002197,False
2,Test/s5/9.pgm,5,40,1.1522908210754395,False
2,Test/s5/10.pgm,5,5,0.6845863461494446,True
2,Test/s6/6.pgm,6,6,0.395439088344574,True
2,Test/s6/7.pgm,6,6,0.318880170583725,True
2,Test/s6/8.pgm,6,6,0.29661789536476135,True
2,Test/s6/9.pgm,6,6,0.7437893748283386,True
2,Test/s6/10.pgm,6,6,0.5302437543869019,True
2,Test/s7/6.pgm,7,17,0.5330778956413269,False
2,Test/s7/7.pgm,7,7,0.5843206644058228,True
2,Test/s7/8.pgm,7,9,0.2850625813007355,False
2,Test/s7/9.pgm,7,7,0.52790766954422,True
2,Test/s7/10.pgm,7,25,0.787581741809845,False
2,Test/s8/6.pgm,8,25,0.5910454392433167,False
2,Test/s8/7.pgm,8,4,0.3854837417602539,False
2,Test/s8/8.pgm,8,25,0.6897767186164856,False
2,Test/s8/9.pgm,8,40,0.47889813780784607,False
2,Test/s8/10.pgm,8,8,0.4390232264995575,True
2,Test/s9/6.pgm,9,36,0.8581267595291138,False
2,Test/s9/7.pgm,9,17,0.8177438378334045,False
2,Test/s9/8.pgm,9,7,0.9885166883468628,False
2,Test/s9/9.pgm,9,9,0.5694422721862793,True
2,Test/s9/10.pgm,9,7,0.504859209060669,False
2,Test/s10/6.pgm,10,10,3.220517873764038,True
2,Test/s10/7.pgm,10,10,2.8301150798797607,True
2,Test/s10/8.pgm,10,10,2.0036816596984863,True
2,Test/s10/9.pgm,10,38,0.49703097343444824,False
2,Test/s10/10.pgm,10,6,2.0061094760894775,False
2,Test/s11/6.pgm,11,11,0.7111976742744446,True
2,Test/s11/7.pgm,11,11,0.7112995982170105,True
2,Test/s11/8.pgm,11,24,0.936234176158905,False
2,Test/s11/9.pgm,11,15,0.9994715452194214,False
2,Test/s11/10.pgm,11,11,1.6146721839904785,True
2,Test/s12/6.pgm,12,18,0.975123941898346,False
2,Test/s12/7.pgm,12,12,0.45489367842674255,True
2,Test/s12/8.pgm,12,18,0.8529679775238037,False
2,Test/s12/9.pgm,12,40,0.30262723565101624,False
2,Test/s12/10.pgm,12,40,0.3873889446258545,False
2,Test/s13/6.pgm,13,13,0.5299127101898193,True
2,Test/s13/7.pgm,13,1,0.20544052124023438,False
2,Test/s13/8.pgm,13,1,0.18116748332977295,False
2,Test/s13/9.pgm,13,18,0.792603075504303,False
2,Test/s13/10.pgm,13,32,0.33071890473365784,False
2,Test/s14/6.pgm,14,28,1.3984647989273071,False
2,Test/s14/7.pgm,14,37,0.4003477394580841,False
2,Test/s14/8.pgm,14,37,0.7632296681404114,False
2,Test/s14/9.pgm,14,31,1.1002734899520874,False
2,Test/s14/10.pgm,14,31,2.0175621509552,False
2,Test/s15/6.pgm,15,35,0.40159404277801514,False
2,Test/s15/7.pgm,15,35,0.8735398650169373,False
2,Test/s15/8.pgm,15,11,0.838955283164978,False
2,Test/s15/9.pgm,15,35,0.9668889045715332,False
2,Test/s15/10.pgm,15,15,0.5490418076515198,True
2,Test/s16/6.pgm,16,35,0.7369029521942139,False
2,Test/s16/7.pgm,16,12,0.2806049883365631,False
2,Test/s16/8.pgm,16,26,0.30737993121147156,False
2,Test/s16/9.pgm,16,26,0.6312069892883301,False
2,Test/s16/10.pgm,16,3,0.565543532371521,False
2,Test/s17/6.pgm,17,38,0.2926430404186249,False
2,Test/s17/7.pgm,17,7,0.19018664956092834,False
2,Test/s17/8.pgm,17,6,0.45839807391166687,False
2,Test/s17/9.pgm,17,7,0.7810057997703552,False
2,Test/s17/10.pgm,17,7,0.6432753205299377,False
2,Test/s18/6.pgm,18,12,0.6093249320983887,False
2,Test/s18/7.pgm,18,12,0.734748899936676,False
2,Test/s18/8.pgm,18,18,0.39862895011901855,True
2,Test/s18/9.pgm,18,18,0.8904536366462708,True
2,Test/s18/10.pgm,18,5,1.1780954599380493,False
2,Test/s19/6.pgm,19,19,1.7559322118759155,True
2,Test/s19/7.pgm,19,19,0.5135047435760498,True
2,Test/s19/8.pgm,19,27,0.08221705257892609,False
2,Test/s19/9.pgm,19,3,0.40185990929603577,False
2,Test/s19/10.pgm,19,28,0.18879759311676025,False
2,Test/s20/6.pgm,20,29,0.4402640163898468,False
2,Test/s20/7.pgm,20,9,0.26859551668167114,False
2,Test/s20/8.pgm,20,10,1.022303819656372,False
2,Test/s20/9.pgm,20,23,0.4393967092037201,False
2,Test/s20/10.pgm,20,20,0.9462966322898865,True
2,Test/s21/6.pgm,21,21,0.5073239803314209,True
2,Test/s21/7.pgm,21,23,0.2997649312019348,False
2,Test/s21/8.pgm,21,29,0.5571303963661194,False
2,Test/s21/9.pgm,21,20,0.46375101804733276,False
2,Test/s21/10.pgm,21,21,0.6535764336585999,True
2,Test/s22/6.pgm,22,39,0.926991879940033,False
2,Test/s22/7.pgm,22,22,1.223529577255249,True
2,Test/s22/8.pgm,22,22,0.4872019290924072,True
2,Test/s22/9.pgm,22,22,0.9365066289901733,True
2,Test/s22/10.pgm,22,22,1.1304932832717896,True
2,Test/s23/6.pgm,23,9,0.7504321932792664,False
2,Test/s23/7.pgm,23,9,0.7243908643722534,False
2,Test/s23/8.pgm,23,10,0.6556917428970337,False
2,Test/s23/9.pgm,23,9,0.2997903823852539,False
2,Test/s23/10.pgm,23,6,0.7025713920593262,False
2,Test/s24/6.pgm,24,24,0.9086146354675293,True
2,Test/s24/7.pgm,24,24,0.8114758133888245,True
2,Test/s24/8.pgm,24,24,0.44932064414024353,True
2,Test/s24/9.pgm,24,24,0.397737979888916,True
2,Test/s24/10.pgm,24,24,1.1852781772613525,True
2,Test/s25/6.pgm,25,17,0.2641561031341553,False
2,Test/s25/7.pgm,25,5,0.3489212989807129,False
2,Test/s25/8.pgm,25,26,0.2992873191833496,False
2,Test/s25/9.pgm,25,5,0.2740993797779083,False
2,Test/s25/10.pgm,25,25,0.5422164797782898,True
2,Test/s26/6.pgm,26,26,0.9569315910339355,True
2,Test/s26/7.pgm,26,32,1.1628493070602417,False
2,Test/s26/8.pgm,26,5,0.40514516830444336,False
2,Test/s26/9.pgm,26,12,0.4709421396255493,False
2,Test/s26/10.pgm,26,12,0.38191959261894226,False
2,Test/s27/6.pgm,27,35,0.6477474570274353,False
2,Test/s27/7.pgm,27,15,0.4464685320854187,False
2,Test/s27/8.pgm,27,35,1.0929597616195679,False
2,Test/s27/9.pgm,27,2,0.4392208456993103,False
2,Test/s27/10.pgm,27,28,0.3977859318256378,False
2,Test/s28/6.pgm,28,28,0.35400626063346863,True
2,Test/s28/7.pgm,28,28,0.6329692006111145,True
2,Test/s28/8.pgm,28,37,0.4445151090621948,False
2,Test/s28/9.pgm,28,25,0.9524723887443542,False
2,Test/s28/10.pgm,28,27,0.8349695205688477,False
2,Test/s29/6.pgm,29,20,1.1319332122802734,False
2,Test/s29/7.pgm,29,31,0.4028932750225067,False
2,Test/s29/8.pgm,29,20,0.35982054471969604,False
2,Test/s29/9.pgm,29,33,1.0659840106964111,False
2,Test/s29/10.pgm,29,33,1.4999898672103882,False
2,Test/s30/6.pgm,30,30,1.0704479217529297,True
2,Test/s30/7.pgm,30,30,1.7775540351867676,True
2,Test/s30/8.pgm,30,33,0.7329190969467163,False
2,Test/s30/9.pgm,30,10,0.5191934108734131,False
2,Test/s30/10.pgm,30,30,0.6266092658042908,True
2,Test/s31/6.pgm,31,11,0.3647170066833496,False
2,Test/s31/7.pgm,31,20,0.42405757308006287,False
2,Test/s31/8.pgm,31,24,0.6577306389808655,False
2,Test/s31/9.pgm,31,31,0.48865610361099243,True
2,Test/s31/10.pgm,31,31,0.4166249632835388,True
2,Test/s32/6.pgm,32,26,0.14902740716934204,False
2,Test/s32/7.pgm,32,40,1.0116466283798218,False
2,Test/s32/8.pgm,32,26,1.0444380044937134,False
2,Test/s32/9.pgm,32,35,0.8382843732833862,False
2,Test/s32/10.pgm,32,26,0.2773643732070923,False
2,Test/s33/6.pgm,33,30,1.1508066654205322,False
2,Test/s33/7.pgm,33,29,0.7831811904907227,False
2,Test/s33/8.pgm,33,30,0.1715639978647232,False
2,Test/s33/9.pgm,33,33,0.6484257578849792,True
2,Test/s33/10.pgm,33,33,0.0713893249630928,True
2,Test/s34/6.pgm,34,34,1.3034472465515137,True
2,Test/s34/7.pgm,34,34,0.38352930545806885,True
2,Test/s34/8.pgm,34,22,0.6880989670753479,False
2,Test/s34/9.pgm,34,22,0.6456311345100403,False
2,Test/s34/10.pgm,34,22,0.4833027422428131,False
2,Test/s35/6.pgm,35,5,0.3647013008594513,False
2,Test/s35/7.pgm,35,26,0.6098474264144897,False
2,Test/s35/8.pgm,35,40,0.2664852738380432,False
2,Test/s35/9.pgm,35,26,0.7441841959953308,False
2,Test/s35/10.pgm,35,5,0.4005049467086792,False
2,Test/s36/6.pgm,36,35,0.5717671513557434,False
2,Test/s36/7.pgm,36,17,0.7637168169021606,False
2,Test/s36/8.pgm,36,9,0.4755929410457611,False
2,Test/s36/9.pgm,36,20,1.0698668956756592,False
2,Test/s36/10.pgm,36,16,1.3010884523391724,False
2,Test/s37/6.pgm,37,37,0.46333131194114685,True
2,Test/s37/7.pgm,37,37,0.6644070744514465,True
2,Test/s37/8.pgm,37,37,1.625300407409668,True
2,Test/s37/9.pgm,37,37,1.136879801750183,True
2,Test/s37/10.pgm,37,37,1.0162333250045776,True
2,Test/s38/6.pgm,38,10,0.7335538268089294,False
2,Test/s38/7.pgm,38,38,0.717698335647583,True
2,Test/s38/8.pgm,38,10,1.7241171598434448,False
2,Test/s38/9.pgm,38,36,0.12825354933738708,False
2,Test/s38/10.pgm,38,38,0.2597582936286926,True
2,Test/s39/6.pgm,39,39,0.35677558183670044,True
2,Test/s39/7.pgm,39,33,0.9553477168083191,False
2,Test/s39/8.pgm,39,33,1.8805662393569946,False
2,Test/s39/9.pgm,39,39,0.8320404291152954,True
2,Test/s39/10.pgm,39,39,0.8276642560958862,True
2,Test/s40/6.pgm,40,17,0.29688143730163574,False
2,Test/s40/7.pgm,40,25,1.1424262523651123,False
2,Test/s40/8.pgm,40,40,0.14712101221084595,True
2,Test/s40/9.pgm,40,1,0.7901108860969543,False
2,Test/s40/10.pgm,40,35,1.1221791505813599,False
3,Test/s1/6.pgm,1,12,1.8552508354187012,False
3,Test/s1/7.pgm,1,32,2.2759664058685303,False
3,Test/s1/8.pgm,1,1,2.4603793621063232,True
3,Test/s1/9.pgm,1,1,2.579953193664551,True
3,Test/s1/10.pgm,1,1,2.892287254333496,True
3,Test/s2/6.pgm,2,2,1.3302172422409058,True
3,Test/s2/7.pgm,2,2,2.713052988052368,True
3,Test/s2/8.pgm,2,2,0.7138291001319885,True
3,Test/s2/9.pgm,2,11,2.1474695205688477,False
3,Test/s2/10.pgm,2,2,2.034775733947754,True
3,Test/s3/6.pgm,3,4,1.9140664339065552,False
3,Test/s3/7.pgm,3,3,1.789516568183899,True
3,Test/s3/8.pgm,3,3,1.4877941608428955,True
3,Test/s3/9.pgm,3,4,0.8410874009132385,False
3,Test/s3/10.pgm,3,4,1.8560998439788818,False
3,Test/s4/6.pgm,4,8,3.6883513927459717,False
3,Test/s4/7.pgm,4,4,0.9306061863899231,True
3,Test/s4/8.pgm,4,4,1.3641588687896729,True
3,Test/s4/9.pgm,4,4,1.1344722509384155,True
3,Test/s4/10.pgm,4,4,1.3066303730010986,True
3,Test/s5/6.pgm,5,5,0.9531410336494446,True
3,Test/s5/7.pgm,5,5,0.8514639139175415,True
3,Test/s5/8.pgm,5,40,1.2844318151474,False
3,Test/s5/9.pgm,5,40,1.1621733903884888,False
3,Test/s5/10.pgm,5,18,1.4770687818527222,False
3,Test/s6/6.pgm,6,6,0.39973747730255127,True
3,Test/s6/7.pgm,6,6,0.7119026780128479,True
3,Test/s6/8.pgm,6,6,0.4598105847835541,True
3,Test/s6/9.pgm,6,6,1.9879704713821411,True
3,Test/s6/10.pgm,6,6,0.5308477282524109,True
3,Test/s7/6.pgm,7,20,1.272667407989502,False
3,Test/s7/7.pgm,7,7,0.6344500184059143,True
3,Test/s7/8.pgm,7,7,1.7607094049453735,True
3,Test/s7/9.pgm,7,7,0.6427175998687744,True
3,Test/s7/10.pgm,7,8,1.8679840564727783,False
3,Test/s8/6.pgm,8,17,1.8854445219039917,False
3,Test/s8/7.pgm,8,4,1.1895837783813477,False
3,Test/s8/8.pgm,8,8,1.31924307346344,True
3,Test/s8/9.pgm,8,17,1.915654182434082,False
3,Test/s8/10.pgm,8,8,0.530042290687561,True
3,Test/s9/6.pgm,9,9,0.8928366303443909,True
3,Test/s9/7.pgm,9,9,1.8490142822265625,True
3,Test/s9/8.pgm,9,9,1.8567429780960083,True
3,Test/s9/9.pgm,9,9,0.8947700262069702,True
3,Test/s9/10.pgm,9,9,1.4271371364593506,True
3,Test/s10/6.pgm,10,10,3.2929153442382812,True
3,Test/s10/7.pgm,10,10,3.047470808029175,True
3,Test/s10/8.pgm,10,10,2.3552842140197754,True
3,Test/s10/9.pgm,10,10,1.2120898962020874,True
3,Test/s10/10.pgm,10,7,2.089507818222046,False
3,Test/s11/6.pgm,11,11,1.8745218515396118,True
3,Test/s11/7.pgm,11,11,0.9279954433441162,True
3,Test/s11/8.pgm,11,15,1.2441697120666504,False
3,Test/s11/9.pgm,11,11,1.1641312837600708,True
3,Test/s11/10.pgm,11,11,1.9826076030731201,True
3,Test/s12/6.pgm,12,12,1.8894785642623901,True
3,Test/s12/7.pgm,12,12,0.8510785698890686,True
3,Test/s12/8.pgm,12,12,1.8078384399414062,True
3,Test/s12/9.pgm,12,40,2.331857919692993,False
3,Test/s12/10.pgm,12,40,2.532132863998413,False
3,Test/s13/6.pgm,13,13,0.5778874158859253,True
3,Test/s13/7.pgm,13,13,1.1043708324432373,True
3,Test/s13/8.pgm,13,13,0.8288801312446594,True
3,Test/s13/9.pgm,13,18,0.8062125444412231,False
3,Test/s13/10.pgm,13,13,0.3533591330051422,True
3,Test/s14/6.pgm,14,28,2.1930768489837646,False
3,Test/s14/7.pgm,14,37,0.7450909614562988,False
3,Test/s14/8.pgm,14,37,1.1541101932525635,False
3,Test/s14/9.pgm,14,31,1.2316370010375977,False
3,Test/s14/10.pgm,14,31,2.089661121368408,False
3,Test/s15/6.pgm,15,15,1.4643540382385254,True
3,Test/s15/7.pgm,15,15,1.0940202474594116,True
3,Test/s15/8.pgm,15,11,0.8391848802566528,False
3,Test/s15/9.pgm,15,15,1.9999146461486816,True
3,Test/s15/10.pgm,15,15,0.7557205557823181,True
3,Test/s16/6.pgm,16,2,2.2825756072998047,False
3,Test/s16/7.pgm,16,17,1.2141213417053223,False
3,Test/s16/8.pgm,16,32,2.901136875152588,False
3,Test/s16/9.pgm,16,17,2.042649507522583,False
3,Test/s16/10.pgm,16,17,1.5922317504882812,False
3,Test/s17/6.pgm,17,36,1.4846062660217285,False
3,Test/s17/7.pgm,17,7,0.7114738821983337,False
3,Test/s17/8.pgm,17,7,2.172865390777588,False
