d,pca_dim,imagen,persona_real,persona_predicha,distance,correcta
1,150,Test/s8/10.pgm,8,35,0.007630645763128996,False
1,150,Test/s9/6.pgm,9,39,0.021231310442090034,False
1,150,Test/s9/7.pgm,9,21,0.020488183945417404,False
1,150,Test/s9/8.pgm,9,21,0.006463965866714716,False
1,150,Test/s9/9.pgm,9,10,0.006001342087984085,False
1,150,Test/s9/10.pgm,9,10,0.00047277630073949695,False
1,150,Test/s10/6.pgm,10,38,0.05181018263101578,False
1,150,Test/s10/7.pgm,10,19,0.0008457279182039201,False
1,150,Test/s10/8.pgm,10,10,0.035004712641239166,True
1,150,Test/s10/9.pgm,10,4,0.0024626757949590683,False
1,150,Test/s10/10.pgm,10,32,0.0006905339541845024,False
1,150,Test/s11/6.pgm,11,10,0.048515234142541885,False
1,150,Test/s11/7.pgm,11,15,0.004438393283635378,False
1,150,Test/s11/8.pgm,11,21,0.015392480418086052,False
1,150,Test/s11/9.pgm,11,5,0.00961880013346672,False
1,150,Test/s11/10.pgm,11,8,0.0001220703125,False
1,150,Test/s12/6.pgm,12,36,0.09300700575113297,False
1,150,Test/s12/7.pgm,12,31,0.019036708399653435,False
1,150,Test/s12/8.pgm,12,23,0.049410589039325714,False
1,150,Test/s12/9.pgm,12,28,0.20059745013713837,False
1,150,Test/s12/10.pgm,12,36,0.18553273379802704,False
1,150,Test/s13/6.pgm,13,38,0.04669281095266342,False
1,150,Test/s13/7.pgm,13,2,0.0016914558364078403,False
1,150,Test/s13/8.pgm,13,2,0.04793121665716171,False
1,150,Test/s13/9.pgm,13,20,0.0034526698291301727,False
1,150,Test/s13/10.pgm,13,3,0.053276386111974716,False
1,150,Test/s14/6.pgm,14,15,0.004788829479366541,False
1,150,Test/s14/7.pgm,14,4,0.0016400181921198964,False
1,150,Test/s14/8.pgm,14,39,0.0002958789118565619,False
1,150,Test/s14/9.pgm,14,36,0.05179004743695259,False
1,150,Test/s14/10.pgm,14,30,0.0029398424085229635,False
1,150,Test/s15/6.pgm,15,10,0.004417781718075275,False
1,150,Test/s15/7.pgm,15,21,0.009441331960260868,False
1,150,Test/s15/8.pgm,15,21,0.005774842109531164,False
1,150,Test/s15/9.pgm,15,8,0.0063897715881466866,False
1,150,Test/s15/10.pgm,15,5,0.001813679002225399,False
1,150,Test/s16/6.pgm,16,3,0.081983283162117,False
1,150,Test/s16/7.pgm,16,1,0.08272585272789001,False
1,150,Test/s16/8.pgm,16,1,0.019773883745074272,False
1,150,Test/s16/9.pgm,16,16,1.0400376319885254,True
1,150,Test/s16/10.pgm,16,6,0.1241118311882019,False
1,150,Test/s17/6.pgm,17,17,0.015970230102539062,True
1,150,Test/s17/7.pgm,17,32,0.05803464353084564,False
1,150,Test/s17/8.pgm,17,17,0.0005459150415845215,True
1,150,Test/s17/9.pgm,17,17,0.0087941475212574,True
1,150,Test/s17/10.pgm,17,32,0.0022640670649707317,False
1,150,Test/s18/6.pgm,18,18,0.00229003862477839,True
1,150,Test/s18/7.pgm,18,38,0.04055821895599365,False
1,150,Test/s18/8.pgm,18,35,0.010085539892315865,False
1,150,Test/s18/9.pgm,18,18,0.000901173276361078,True
1,150,Test/s18/10.pgm,18,35,0.022971244528889656,False
1,150,Test/s19/6.pgm,19,24,0.2239236682653427,False
1,150,Test/s19/7.pgm,19,13,0.004085253924131393,False
1,150,Test/s19/8.pgm,19,19,0.007234146818518639,True
1,150,Test/s19/9.pgm,19,8,0.002176825422793627,False
1,150,Test/s19/10.pgm,19,32,0.013810679316520691,False
1,150,Test/s20/6.pgm,20,10,0.056737881153821945,False
1,150,Test/s20/7.pgm,20,3,0.1300552487373352,False
1,150,Test/s20/8.pgm,20,32,0.07526899129152298,False
1,150,Test/s20/9.pgm,20,3,0.0034526698291301727,False
1,150,Test/s20/10.pgm,20,3,0.047486450523138046,False
1,150,Test/s21/6.pgm,21,39,0.0026758192107081413,False
1,150,Test/s21/7.pgm,21,14,0.0028484526555985212,False
1,150,Test/s21/8.pgm,21,26,0.0009134905994869769,False
1,150,Test/s21/9.pgm,21,8,0.006849003955721855,False
1,150,Test/s21/10.pgm,21,34,0.004554384388029575,False
1,150,Test/s22/6.pgm,22,28,0.06390704214572906,False
1,150,Test/s22/7.pgm,22,36,0.14763060212135315,False
1,150,Test/s22/8.pgm,22,36,0.0032754901330918074,False
1,150,Test/s22/9.pgm,22,22,0.0012448778143152595,True
1,150,Test/s22/10.pgm,22,28,0.20988313853740692,False
1,150,Test/s23/6.pgm,23,23,0.017659317702054977,True
1,150,Test/s23/7.pgm,23,12,0.03999735787510872,False
1,150,Test/s23/8.pgm,23,12,0.08688662946224213,False
1,150,Test/s23/9.pgm,23,23,0.0009765625,True
1,150,Test/s23/10.pgm,23,23,0.04948773235082626,True
1,150,Test/s24/6.pgm,24,6,0.08473614603281021,False
1,150,Test/s24/7.pgm,24,6,0.03112768940627575,False
1,150,Test/s24/8.pgm,24,6,0.015002237632870674,False
1,150,Test/s24/9.pgm,24,3,0.00284714438021183,False
1,150,Test/s24/10.pgm,24,3,0.22267498075962067,False
1,150,Test/s25/6.pgm,25,10,0.0003662109375,False
1,150,Test/s25/7.pgm,25,35,0.00018054443353321403,False
1,150,Test/s25/8.pgm,25,5,0.0006164248334243894,False
1,150,Test/s25/9.pgm,25,39,0.04663962125778198,False
1,150,Test/s25/10.pgm,25,9,0.0005179004510864615,False
1,150,Test/s26/6.pgm,26,30,0.0032388914842158556,False
1,150,Test/s26/7.pgm,26,36,0.19558879733085632,False
1,150,Test/s26/8.pgm,26,30,0.00048828125,False
1,150,Test/s26/9.pgm,26,36,0.0015440809074789286,False
1,150,Test/s26/10.pgm,26,21,0.0037979367189109325,False
1,150,Test/s27/6.pgm,27,10,0.06137211620807648,False
1,150,Test/s27/7.pgm,27,5,0.0030941874720156193,False
1,150,Test/s27/8.pgm,27,32,0.02567310258746147,False
1,150,Test/s27/9.pgm,27,3,0.19205598533153534,False
1,150,Test/s27/10.pgm,27,32,0.026403332129120827,False
1,150,Test/s28/6.pgm,28,28,0.06544608622789383,True
1,150,Test/s28/7.pgm,28,23,0.015579156577587128,False
1,150,Test/s28/8.pgm,28,37,0.0005980199784971774,False
1,150,Test/s28/9.pgm,28,28,0.23629029095172882,True
1,150,Test/s28/10.pgm,28,21,0.0073140389285981655,False
1,150,Test/s29/6.pgm,29,36,0.03300326317548752,False
1,150,Test/s29/7.pgm,29,36,0.20002850890159607,False
1,150,Test/s29/8.pgm,29,15,0.02460072748363018,False
1,150,Test/s29/9.pgm,29,21,0.010536301881074905,False
1,150,Test/s29/10.pgm,29,21,0.010605374351143837,False
1,150,Test/s30/6.pgm,30,35,0.025473596528172493,False
1,150,Test/s30/7.pgm,30,35,0.002716407412663102,False
1,150,Test/s30/8.pgm,30,15,0.015109622851014137,False
1,150,Test/s30/9.pgm,30,5,0.0017068031011149287,False
1,150,Test/s30/10.pgm,30,26,0.006088849622756243,False
1,150,Test/s31/6.pgm,31,23,0.0013810679083690047,False
1,150,Test/s31/7.pgm,31,34,0.017561161890625954,False
1,150,Test/s31/8.pgm,31,28,0.035851284861564636,False
1,150,Test/s31/9.pgm,31,26,0.0025016970466822386,False
1,150,Test/s31/10.pgm,31,28,0.26741501688957214,False
1,150,Test/s32/6.pgm,32,14,0.0005459150415845215,False
1,150,Test/s32/7.pgm,32,15,0.0013316299300640821,False
1,150,Test/s32/8.pgm,32,15,0.0033385728020220995,False
1,150,Test/s32/9.pgm,32,21,0.02218189276754856,False
1,150,Test/s32/10.pgm,32,11,0.0015392480418086052,False
1,150,Test/s33/6.pgm,33,36,0.07545801997184753,False
1,150,Test/s33/7.pgm,33,34,0.005803156178444624,False
1,150,Test/s33/8.pgm,33,4,0.00870644673705101,False
1,150,Test/s33/9.pgm,33,11,0.00040486143552698195,False
1,150,Test/s33/10.pgm,33,9,0.004333066288381815,False
1,150,Test/s34/6.pgm,34,34,0.011603744700551033,True
1,150,Test/s34/7.pgm,34,35,0.044288720935583115,False
1,150,Test/s34/8.pgm,34,36,0.10526113957166672,False
1,150,Test/s34/9.pgm,34,33,0.005556546151638031,False
1,150,Test/s34/10.pgm,34,34,0.013212948106229305,True
1,150,Test/s35/6.pgm,35,10,0.03472144156694412,False
1,150,Test/s35/7.pgm,35,38,0.03246702998876572,False
1,150,Test/s35/8.pgm,35,39,0.011493586003780365,False
1,150,Test/s35/9.pgm,35,13,0.03096257522702217,False
1,150,Test/s35/10.pgm,35,26,0.0067856162786483765,False
1,150,Test/s36/6.pgm,36,32,0.0576171875,False
1,150,Test/s36/7.pgm,36,38,0.012427213601768017,False
1,150,Test/s36/8.pgm,36,8,0.008976941928267479,False
1,150,Test/s36/9.pgm,36,18,0.00427507609128952,False
1,150,Test/s36/10.pgm,36,10,0.00030517578125,False
1,150,Test/s37/6.pgm,37,21,0.004689788445830345,False
1,150,Test/s37/7.pgm,37,21,0.0016737438272684813,False
1,150,Test/s37/8.pgm,37,30,0.0018269811989739537,False
1,150,Test/s37/9.pgm,37,33,0.002560568507760763,False
1,150,Test/s37/10.pgm,37,34,0.0026407847180962563,False
1,150,Test/s38/6.pgm,38,17,0.04832042008638382,False
1,150,Test/s38/7.pgm,38,17,0.0008631674572825432,False
1,150,Test/s38/8.pgm,38,21,0.021361956372857094,False
1,150,Test/s38/9.pgm,38,17,0.0,False
1,150,Test/s38/10.pgm,38,39,0.05325819179415703,False
1,150,Test/s39/6.pgm,39,18,0.000822277448605746,False
1,150,Test/s39/7.pgm,39,28,0.2674109935760498,False
1,150,Test/s39/8.pgm,39,34,0.009580769576132298,False
1,150,Test/s39/9.pgm,39,25,0.0019890344701707363,False
1,150,Test/s39/10.pgm,39,17,0.0016468185931444168,False
1,150,Test/s40/6.pgm,40,15,0.015030519105494022,False
1,150,Test/s40/7.pgm,40,17,0.020761284977197647,False
1,150,Test/s40/8.pgm,40,15,0.003017384558916092,False
1,150,Test/s40/9.pgm,40,10,0.002533510560169816,False
1,150,Test/s40/10.pgm,40,4,0.0025547423865646124,False
2,150,Test/s1/6.pgm,1,20,0.6331876516342163,False
2,150,Test/s1/7.pgm,1,16,0.3720382750034332,False
2,150,Test/s1/8.pgm,1,1,0.41146785020828247,True
2,150,Test/s1/9.pgm,1,6,0.11956411600112915,False
2,150,Test/s1/10.pgm,1,2,0.3005933165550232,False
2,150,Test/s2/6.pgm,2,20,0.1955430805683136,False
2,150,Test/s2/7.pgm,2,19,0.2985990643501282,False
2,150,Test/s2/8.pgm,2,24,0.26871976256370544,False
2,150,Test/s2/9.pgm,2,19,0.2425558865070343,False
2,150,Test/s2/10.pgm,2,19,0.2249419093132019,False
2,150,Test/s3/6.pgm,3,10,0.7561258673667908,False
2,150,Test/s3/7.pgm,3,3,0.2709956467151642,True
2,150,Test/s3/8.pgm,3,3,0.5857356190681458,True
2,150,Test/s3/9.pgm,3,3,0.5827779173851013,True
2,150,Test/s3/10.pgm,3,10,0.9047673940658569,False
2,150,Test/s4/6.pgm,4,4,0.3005636930465698,True
2,150,Test/s4/7.pgm,4,4,0.2048991620540619,True
2,150,Test/s4/8.pgm,4,4,0.22016489505767822,True
2,150,Test/s4/9.pgm,4,18,0.04681137949228287,False
2,150,Test/s4/10.pgm,4,18,0.10128805786371231,False
2,150,Test/s5/6.pgm,5,10,0.04097491502761841,False
2,150,Test/s5/7.pgm,5,18,0.11221601814031601,False
2,150,Test/s5/8.pgm,5,38,0.2508045732975006,False
2,150,Test/s5/9.pgm,5,17,0.029076317325234413,False
2,150,Test/s5/10.pgm,5,14,0.1804058849811554,False
2,150,Test/s6/6.pgm,6,6,0.07237771153450012,True
2,150,Test/s6/7.pgm,6,6,0.5517249703407288,True
2,150,Test/s6/8.pgm,6,6,0.42027148604393005,True
2,150,Test/s6/9.pgm,6,6,0.6803886890411377,True
2,150,Test/s6/10.pgm,6,6,0.12827958166599274,True
2,150,Test/s7/6.pgm,7,33,1.2713167667388916,False
2,150,Test/s7/7.pgm,7,7,1.2908663749694824,True
2,150,Test/s7/8.pgm,7,29,0.6181995272636414,False
2,150,Test/s7/9.pgm,7,7,1.010989785194397,True
2,150,Test/s7/10.pgm,7,23,1.1239007711410522,False
2,150,Test/s8/6.pgm,8,18,0.13988128304481506,False
2,150,Test/s8/7.pgm,8,25,0.12656989693641663,False
2,150,Test/s8/8.pgm,8,39,0.06030650436878204,False
2,150,Test/s8/9.pgm,8,38,0.14768631756305695,False
2,150,Test/s8/10.pgm,8,4,0.1963532716035843,False
2,150,Test/s9/6.pgm,9,10,0.32694941759109497,False
2,150,Test/s9/7.pgm,9,26,0.12474033236503601,False
2,150,Test/s9/8.pgm,9,9,0.15985824167728424,True
2,150,Test/s9/9.pgm,9,10,0.08553985506296158,False
2,150,Test/s9/10.pgm,9,10,0.009264484979212284,False
2,150,Test/s10/6.pgm,10,38,0.2228221595287323,False
2,150,Test/s10/7.pgm,10,38,0.45572417974472046,False
2,150,Test/s10/8.pgm,10,10,0.1695369929075241,True
2,150,Test/s10/9.pgm,10,26,0.7665045261383057,False
2,150,Test/s10/10.pgm,10,3,0.7964584231376648,False
2,150,Test/s11/6.pgm,11,40,0.24270695447921753,False
2,150,Test/s11/7.pgm,11,11,0.14676029980182648,True
2,150,Test/s11/8.pgm,11,8,0.27627551555633545,False
2,150,Test/s11/9.pgm,11,11,0.13351278007030487,True
2,150,Test/s11/10.pgm,11,11,0.054214611649513245,True
2,150,Test/s12/6.pgm,12,26,0.5079166889190674,False
2,150,Test/s12/7.pgm,12,12,0.40110573172569275,True
2,150,Test/s12/8.pgm,12,12,0.4703119397163391,True
2,150,Test/s12/9.pgm,12,26,0.6987957954406738,False
2,150,Test/s12/10.pgm,12,26,0.7631434202194214,False
2,150,Test/s13/6.pgm,13,38,0.15964743494987488,False
2,150,Test/s13/7.pgm,13,2,0.517075777053833,False
2,150,Test/s13/8.pgm,13,2,0.4716847538948059,False
2,150,Test/s13/9.pgm,13,13,0.21946164965629578,True
2,150,Test/s13/10.pgm,13,19,0.16146981716156006,False
2,150,Test/s14/6.pgm,14,8,0.030101658776402473,False
2,150,Test/s14/7.pgm,14,18,0.08472488820552826,False
2,150,Test/s14/8.pgm,14,5,0.08024913817644119,False
2,150,Test/s14/9.pgm,14,36,0.3084712624549866,False
2,150,Test/s14/10.pgm,14,30,0.04473106563091278,False
2,150,Test/s15/6.pgm,15,40,0.25919806957244873,False
2,150,Test/s15/7.pgm,15,15,0.08455376327037811,True
2,150,Test/s15/8.pgm,15,33,0.26878276467323303,False
2,150,Test/s15/9.pgm,15,11,0.08697199076414108,False
2,150,Test/s15/10.pgm,15,8,0.14587366580963135,False
2,150,Test/s16/6.pgm,16,32,0.5927907228469849,False
2,150,Test/s16/7.pgm,16,1,0.40766894817352295,False
2,150,Test/s16/8.pgm,16,2,0.7006657123565674,False
2,150,Test/s16/9.pgm,16,1,1.1040064096450806,False
2,150,Test/s16/10.pgm,16,2,0.5007575750350952,False
2,150,Test/s17/6.pgm,17,27,0.35867780447006226,False
2,150,Test/s17/7.pgm,17,13,0.1846749186515808,False
2,150,Test/s17/8.pgm,17,27,0.26275065541267395,False
2,150,Test/s17/9.pgm,17,40,0.3408636152744293,False
2,150,Test/s17/10.pgm,17,13,0.14468252658843994,False
2,150,Test/s18/6.pgm,18,4,0.25604498386383057,False
2,150,Test/s18/7.pgm,18,13,0.4368768036365509,False
2,150,Test/s18/8.pgm,18,4,0.13987809419631958,False
2,150,Test/s18/9.pgm,18,18,0.12233662605285645,True
2,150,Test/s18/10.pgm,18,5,0.1790727823972702,False
2,150,Test/s19/6.pgm,19,13,0.49046799540519714,False
2,150,Test/s19/7.pgm,19,13,0.35236623883247375,False
2,150,Test/s19/8.pgm,19,19,0.08954471349716187,True
2,150,Test/s19/9.pgm,19,11,0.11614912003278732,False
2,150,Test/s19/10.pgm,19,13,0.262285441160202,False
2,150,Test/s20/6.pgm,20,35,0.4271687865257263,False
2,150,Test/s20/7.pgm,20,13,0.32925620675086975,False
2,150,Test/s20/8.pgm,20,13,0.27355867624282837,False
2,150,Test/s20/9.pgm,20,13,0.24637551605701447,False
2,150,Test/s20/10.pgm,20,20,0.3649379014968872,True
2,150,Test/s21/6.pgm,21,5,0.19777801632881165,False
2,150,Test/s21/7.pgm,21,5,0.06465625762939453,False
2,150,Test/s21/8.pgm,21,8,0.2281186878681183,False
2,150,Test/s21/9.pgm,21,8,0.03622177988290787,False
2,150,Test/s21/10.pgm,21,9,0.31361570954322815,False
2,150,Test/s22/6.pgm,22,23,0.1175389438867569,False
2,150,Test/s22/7.pgm,22,37,0.31448325514793396,False
2,150,Test/s22/8.pgm,22,22,0.08290866017341614,True
2,150,Test/s22/9.pgm,22,37,0.08908557146787643,False
2,150,Test/s22/10.pgm,22,29,0.4000784754753113,False
2,150,Test/s23/6.pgm,23,23,0.06243893504142761,True
2,150,Test/s23/7.pgm,23,23,0.5954861640930176,True
2,150,Test/s23/8.pgm,23,23,0.47419625520706177,True
2,150,Test/s23/9.pgm,23,31,0.19355162978172302,False
2,150,Test/s23/10.pgm,23,31,0.3509203791618347,False
2,150,Test/s24/6.pgm,24,6,0.14220976829528809,False
2,150,Test/s24/7.pgm,24,6,0.045070238411426544,False
2,150,Test/s24/8.pgm,24,6,0.12156928330659866,False
2,150,Test/s24/9.pgm,24,20,0.1514931470155716,False
2,150,Test/s24/10.pgm,24,24,0.30261150002479553,True
2,150,Test/s25/6.pgm,25,40,0.12071321904659271,False
2,150,Test/s25/7.pgm,25,4,0.13656170666217804,False
2,150,Test/s25/8.pgm,25,25,0.04282563552260399,True
2,150,Test/s25/9.pgm,25,40,0.1822398155927658,False
2,150,Test/s25/10.pgm,25,8,0.026116201654076576,False
2,150,Test/s26/6.pgm,26,26,0.25767743587493896,True
2,150,Test/s26/7.pgm,26,36,0.21254877746105194,False
2,150,Test/s26/8.pgm,26,26,0.22059614956378937,True
2,150,Test/s26/9.pgm,26,26,0.43695032596588135,True
2,150,Test/s26/10.pgm,26,26,0.20021198689937592,True
2,150,Test/s27/6.pgm,27,4,0.09365522116422653,False
2,150,Test/s27/7.pgm,27,25,0.141352578997612,False
2,150,Test/s27/8.pgm,27,38,0.22664141654968262,False
2,150,Test/s27/9.pgm,27,38,0.7355815768241882,False
2,150,Test/s27/10.pgm,27,13,0.09234778583049774,False
2,150,Test/s28/6.pgm,28,28,0.06603541225194931,True
2,150,Test/s28/7.pgm,28,28,0.16491477191448212,True
2,150,Test/s28/8.pgm,28,30,0.05950924754142761,False
2,150,Test/s28/9.pgm,28,36,0.46834954619407654,False
2,150,Test/s28/10.pgm,28,15,0.09702647477388382,False
2,150,Test/s29/6.pgm,29,22,0.06021321564912796,False
2,150,Test/s29/7.pgm,29,29,0.2943384349346161,True
2,150,Test/s29/8.pgm,29,8,0.10882210731506348,False
2,150,Test/s29/9.pgm,29,11,0.23383484780788422,False
2,150,Test/s29/10.pgm,29,33,0.3100612759590149,False
2,150,Test/s30/6.pgm,30,25,0.12989038228988647,False
2,150,Test/s30/7.pgm,30,11,0.27449506521224976,False
2,150,Test/s30/8.pgm,30,15,0.021569516509771347,False
2,150,Test/s30/9.pgm,30,14,0.08757470548152924,False
2,150,Test/s30/10.pgm,30,15,0.1347544640302658,False
2,150,Test/s31/6.pgm,31,31,0.23523908853530884,True
2,150,Test/s31/7.pgm,31,30,0.12601014971733093,False
2,150,Test/s31/8.pgm,31,12,0.6202371120452881,False
2,150,Test/s31/9.pgm,31,9,0.1257757842540741,False
2,150,Test/s31/10.pgm,31,36,0.274370402097702,False
2,150,Test/s32/6.pgm,32,11,0.1533753126859665,False
2,150,Test/s32/7.pgm,32,15,0.04325304552912712,False
2,150,Test/s32/8.pgm,32,29,0.345283567905426,False
2,150,Test/s32/9.pgm,32,29,0.16171695291996002,False
2,150,Test/s32/10.pgm,32,11,0.03003425896167755,False
2,150,Test/s33/6.pgm,33,33,0.2136920988559723,True
2,150,Test/s33/7.pgm,33,29,0.03913871943950653,False
2,150,Test/s33/8.pgm,33,35,0.544954240322113,False
2,150,Test/s33/9.pgm,33,35,0.2464500218629837,False
2,150,Test/s33/10.pgm,33,33,0.3561629354953766,True
2,150,Test/s34/6.pgm,34,34,0.6286196112632751,True
2,150,Test/s34/7.pgm,34,35,0.3126266300678253,False
2,150,Test/s34/8.pgm,34,33,0.6580607295036316,False
2,150,Test/s34/9.pgm,34,34,0.5648483633995056,True
2,150,Test/s34/10.pgm,34,34,0.6534334421157837,True
2,150,Test/s35/6.pgm,35,27,0.24874252080917358,False
2,150,Test/s35/7.pgm,35,27,0.26424792408943176,False
2,150,Test/s35/8.pgm,35,11,0.1679999679327011,False
2,150,Test/s35/9.pgm,35,32,0.19326934218406677,False
2,150,Test/s35/10.pgm,35,22,0.27439451217651367,False
2,150,Test/s36/6.pgm,36,13,0.21454142034053802,False
2,150,Test/s36/7.pgm,36,40,0.43428441882133484,False
2,150,Test/s36/8.pgm,36,8,0.03550882637500763,False
2,150,Test/s36/9.pgm,36,18,0.006659268401563168,False
2,150,Test/s36/10.pgm,36,40,0.1334703415632248,False
2,150,Test/s37/6.pgm,37,37,0.2151331901550293,True
2,150,Test/s37/7.pgm,37,30,0.2124769687652588,False
2,150,Test/s37/8.pgm,37,37,0.12865863740444183,True
2,150,Test/s37/9.pgm,37,30,0.06089877337217331,False
2,150,Test/s37/10.pgm,37,36,0.2171715646982193,False
2,150,Test/s38/6.pgm,38,13,0.4126955270767212,False
2,150,Test/s38/7.pgm,38,38,0.13823017477989197,True
2,150,Test/s38/8.pgm,38,11,0.2298792451620102,False
2,150,Test/s38/9.pgm,38,17,0.10920920968055725,False
2,150,Test/s38/10.pgm,38,40,0.12196904420852661,False
2,150,Test/s39/6.pgm,39,27,0.47937047481536865,False
2,150,Test/s39/7.pgm,39,36,0.4586811661720276,False
2,150,Test/s39/8.pgm,39,30,0.1424248218536377,False
2,150,Test/s39/9.pgm,39,11,0.09875239431858063,False
2,150,Test/s39/10.pgm,39,40,0.3125397264957428,False
2,150,Test/s40/6.pgm,40,15,0.039950016885995865,False
2,150,Test/s40/7.pgm,40,4,0.13102097809314728,False
2,150,Test/s40/8.pgm,40,14,0.08963818103075027,False
2,150,Test/s40/9.pgm,40,4,0.0838366225361824,False
2,150,Test/s40/10.pgm,40,18,0.14028295874595642,False
3,150,Test/s1/6.pgm,1,32,0.7650617957115173,False
3,150,Test/s1/7.pgm,1,16,0.5654423236846924,False
3,150,Test/s1/8.pgm,1,16,0.49935680627822876,False
3,150,Test/s1/9.pgm,1,6,0.24691586196422577,False
3,150,Test/s1/10.pgm,1,2,0.38704535365104675,False
3,150,Test/s2/6.pgm,2,24,0.7150135040283203,False
3,150,Test/s2/7.pgm,2,13,0.3913482129573822,False
3,150,Test/s2/8.pgm,2,13,0.5119066834449768,False
3,150,Test/s2/9.pgm,2,13,0.6750789880752563,False
3,150,Test/s2/10.pgm,2,13,0.4458037316799164,False
3,150,Test/s3/6.pgm,3,10,0.7821781039237976,False
3,150,Test/s3/7.pgm,3,3,0.31095197796821594,True
3,150,Test/s3/8.pgm,3,3,0.7362776398658752,True
3,150,Test/s3/9.pgm,3,3,1.1937285661697388,True
3,150,Test/s3/10.pgm,3,9,1.1453487873077393,False
3,150,Test/s4/6.pgm,4,4,0.3294784128665924,True
3,150,Test/s4/7.pgm,4,4,0.4304090440273285,True
3,150,Test/s4/8.pgm,4,4,0.24860182404518127,True
3,150,Test/s4/9.pgm,4,4,0.34750810265541077,True
3,150,Test/s4/10.pgm,4,4,0.21781393885612488,True
3,150,Test/s5/6.pgm,5,5,0.397430956363678,True
3,150,Test/s5/7.pgm,5,8,0.32079222798347473,False
3,150,Test/s5/8.pgm,5,18,0.9309232831001282,False
3,150,Test/s5/9.pgm,5,18,0.40835729241371155,False
3,150,Test/s5/10.pgm,5,40,0.2538062334060669,False
3,150,Test/s6/6.pgm,6,6,0.13639400899410248,True
3,150,Test/s6/7.pgm,6,6,0.6095103621482849,True
3,150,Test/s6/8.pgm,6,6,0.42567819356918335,True
3,150,Test/s6/9.pgm,6,32,1.0304890871047974,False
3,150,Test/s6/10.pgm,6,6,0.33504775166511536,True
3,150,Test/s7/6.pgm,7,33,1.2746174335479736,False
3,150,Test/s7/7.pgm,7,7,1.365424394607544,True
3,150,Test/s7/8.pgm,7,29,0.7943025827407837,False
3,150,Test/s7/9.pgm,7,7,1.1775059700012207,True
3,150,Test/s7/10.pgm,7,23,1.214461326599121,False
3,150,Test/s8/6.pgm,8,18,0.27103525400161743,False
3,150,Test/s8/7.pgm,8,8,0.26173970103263855,True
3,150,Test/s8/8.pgm,8,40,0.41518867015838623,False
3,150,Test/s8/9.pgm,8,18,0.6909888982772827,False
3,150,Test/s8/10.pgm,8,40,0.3708990216255188,False
3,150,Test/s9/6.pgm,9,9,0.3923065662384033,True
3,150,Test/s9/7.pgm,9,26,0.4096595346927643,False
3,150,Test/s9/8.pgm,9,9,0.5028130412101746,True
3,150,Test/s9/9.pgm,9,9,0.45870065689086914,True
3,150,Test/s9/10.pgm,9,9,0.3583305776119232,True
3,150,Test/s10/6.pgm,10,17,0.4183037281036377,False
3,150,Test/s10/7.pgm,10,38,0.47565510869026184,False
3,150,Test/s10/8.pgm,10,9,0.5125762224197388,False
3,150,Test/s10/9.pgm,10,9,0.9568344354629517,False
